t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
391,31/10/1998,304,22,11.3,0,9.7,0.94,360,5.4
392,31/10/1998,304,23,11.4,0,9.766666667,0.93,360,5.4
393,31/10/1998,304,24,12,0,9.803030303,0.96,360,5.4
394,01/11/1998,305,1,12.6,0,9.860606061,0.97,360,3.7
395,01/11/1998,305,2,13,0,9.933333333,0.95,360,3.7
396,01/11/1998,305,3,12.6,0,10.01818182,0.87,360,3.7
397,01/11/1998,305,4,10.9,0,10.10909091,0.88,360,3.7
398,01/11/1998,305,5,10,0,10.21515152,0.86,360,3.7
399,01/11/1998,305,6,9.6,0,10.30606061,0.89,360,3.7
400,01/11/1998,305,7,8.9,0,10.37878788,0.93,360,3.7
401,01/11/1998,305,8,9,44.88888889,10.44848485,0.9,360,3.7
402,01/11/1998,305,9,9.6,190.7777778,10.48787879,0.89,360,3.7
403,01/11/1998,305,10,9.8,291.7777778,10.46363636,0.83,360,3.7
404,01/11/1998,305,11,10.1,280.5555556,10.38181818,0.77,360,3.7
405,01/11/1998,305,12,10.8,527.4444444,10.26666667,0.74,360,3.7
406,01/11/1998,305,13,10.8,650.8888889,10.16666667,0.68,360,3.7
407,01/11/1998,305,14,10.7,673.3333333,10.06666667,0.6,360,3.7
408,01/11/1998,305,15,10.8,404,9.963636364,0.62,360,3.7
409,01/11/1998,305,16,9.8,202,9.860606061,0.68,360,3.7
410,01/11/1998,305,17,7.9,33.66666667,9.745454545,0.73,360,3.7
411,01/11/1998,305,18,6.6,0,9.612121212,0.79,360,3.7
412,01/11/1998,305,19,5.6,0,9.454545455,0.85,360,3.7
413,01/11/1998,305,20,6.4,0,9.293939394,0.83,360,3.7
414,01/11/1998,305,21,6.7,0,9.103030303,0.83,360,3.7
415,01/11/1998,305,22,6.7,0,8.915151515,0.83,360,3.7
416,01/11/1998,305,23,6.5,0,8.693939394,0.83,360,3.7
417,01/11/1998,305,24,6.3,0,8.475757576,0.83,360,3.7
418,02/11/1998,306,1,5.9,0,8.321212121,0.86,360,3.9
419,02/11/1998,306,2,5.4,0,8.166666667,0.88,360,3.9
420,02/11/1998,306,3,5.6,0,8.036363636,0.88,360,3.9
421,02/11/1998,306,4,4.7,0,7.912121212,0.89,360,3.9
422,02/11/1998,306,5,5.1,0,7.8,0.89,360,3.9
423,02/11/1998,306,6,3.8,0,7.754545455,0.91,360,3.9
424,02/11/1998,306,7,4.1,11.22222222,7.763636364,0.93,360,3.9
425,02/11/1998,306,8,6.3,145.8888889,7.763636364,0.83,360,3.9
426,02/11/1998,306,9,6.9,246.8888889,7.76969697,0.8,360,3.9
427,02/11/1998,306,10,8.3,314.2222222,7.772727273,0.79,360,3.9
428,02/11/1998,306,11,8.9,359.1111111,7.793939394,0.79,360,3.9
429,02/11/1998,306,12,8.9,157.1111111,7.83030303,0.78,360,3.9
430,02/11/1998,306,13,9.4,280.5555556,7.86969697,0.79,360,3.9
431,02/11/1998,306,14,10.3,370.3333333,7.881818182,0.77,360,3.9
432,02/11/1998,306,15,9.6,190.7777778,7.845454545,0.87,360,3.9
433,02/11/1998,306,16,9.1,78.55555556,7.803030303,0.92,360,3.9
434,02/11/1998,306,17,9.1,11.22222222,7.757575758,0.95,360,3.9
435,02/11/1998,306,18,10.3,0,7.739393939,0.95,360,3.9
436,02/11/1998,306,19,11,0,7.778787879,0.95,360,3.9
437,02/11/1998,306,20,11.4,0,7.851515152,0.93,360,3.9
438,02/11/1998,306,21,11.2,0,7.945454545,0.87,360,3.9
439,02/11/1998,306,22,9.6,0,8.006060606,0.86,360,3.9
440,02/11/1998,306,23,9.3,0,8.054545455,0.86,360,3.9
441,02/11/1998,306,24,9.3,0,8.103030303,0.87,360,3.9
442,03/11/1998,307,1,9.2,0,8.157575758,0.87,360,6.3
443,03/11/1998,307,2,9.2,0,8.251515152,0.86,360,6.3
444,03/11/1998,307,3,9,0,8.384848485,0.85,360,6.3
445,03/11/1998,307,4,8.7,0,8.548484848,0.82,360,6.3
446,03/11/1998,307,5,8.4,0,8.724242424,0.82,360,6.3
447,03/11/1998,307,6,8.3,0,8.927272727,0.81,360,6.3
448,03/11/1998,307,7,8.3,0,9.115151515,0.8,360,6.3
449,03/11/1998,307,8,8.3,89.77777778,9.348484848,0.78,360,6.3
450,03/11/1998,307,9,9.4,381.5555556,9.542424242,0.73,360,6.3
451,03/11/1998,307,10,10.3,707,9.639393939,0.7,360,6.3
452,03/11/1998,307,11,10.8,864.1111111,9.7,0.67,360,6.3
453,03/11/1998,307,12,11.4,785.5555556,9.687878788,0.63,360,6.3
454,03/11/1998,307,13,11.4,785.5555556,9.651515152,0.62,360,6.3
455,03/11/1998,307,14,11.3,448.8888889,9.596969697,0.58,360,6.3
456,03/11/1998,307,15,11.5,359.1111111,9.518181818,0.57,360,6.3
457,03/11/1998,307,16,10.5,179.5555556,9.403030303,0.64,360,6.3
458,03/11/1998,307,17,9.5,22.44444444,9.303030303,0.72,360,6.3
459,03/11/1998,307,18,8.9,0,9.206060606,0.75,360,6.3
460,03/11/1998,307,19,7.9,0,9.1,0.79,360,6.3
461,03/11/1998,307,20,7.7,0,8.942424242,0.83,360,6.3
462,03/11/1998,307,21,7.1,0,8.760606061,0.86,360,6.3
463,03/11/1998,307,22,6.8,0,8.56969697,0.88,360,6.3
464,03/11/1998,307,23,6.5,0,8.393939394,0.9,360,6.3
465,03/11/1998,307,24,6.3,0,8.272727273,0.92,360,6.3
466,04/11/1998,308,1,5.9,0,8.166666667,0.91,360,2.9
467,04/11/1998,308,2,5.6,0,8.06969697,0.92,360,2.9
468,04/11/1998,308,3,5.1,0,8.018181818,0.93,360,2.9
469,04/11/1998,308,4,5,0,7.981818182,0.94,360,2.9
470,04/11/1998,308,5,5.1,0,7.981818182,0.93,360,2.9
471,04/11/1998,308,6,5.4,0,8.015151515,0.93,360,2.9
472,04/11/1998,308,7,5.6,0,8.060606061,0.94,360,2.9
473,04/11/1998,308,8,5.8,22.44444444,8.090909091,0.95,360,2.9
474,04/11/1998,308,9,6.1,44.88888889,8.084848485,0.95,360,2.9
475,04/11/1998,308,10,7.5,190.7777778,8.039393939,0.95,360,2.9
476,04/11/1998,308,11,8,347.8888889,7.912121212,0.89,360,2.9
477,04/11/1998,308,12,9,314.2222222,7.721212121,0.77,360,2.9
478,04/11/1998,308,13,9.8,684.5555556,7.521212121,0.68,360,2.9
479,04/11/1998,308,14,9.9,482.5555556,7.278787879,0.67,360,2.9
480,04/11/1998,308,15,9.3,347.8888889,7.03030303,0.68,360,2.9
481,04/11/1998,308,16,8.1,179.5555556,6.784848485,0.71,360,2.9
482,04/11/1998,308,17,6.8,11.22222222,6.515151515,0.77,360,2.9
483,04/11/1998,308,18,5.2,0,6.272727273,0.83,360,2.9
484,04/11/1998,308,19,4,0,6.021212121,0.87,360,2.9
485,04/11/1998,308,20,4.2,0,5.790909091,0.89,360,2.9
486,04/11/1998,308,21,3.4,0,5.596969697,0.9,360,2.9
487,04/11/1998,308,22,3.2,0,5.390909091,0.92,360,2.9
488,04/11/1998,308,23,3.2,0,5.190909091,0.93,360,2.9
489,04/11/1998,308,24,2.6,0,5.006060606,0.95,360,2.9
490,05/11/1998,309,1,2.5,0,4.887878788,0.96,360,3.6
491,05/11/1998,309,2,1.2,0,4.836363636,0.98,360,3.6
492,05/11/1998,309,3,1.3,0,4.86969697,0.99,360,3.6
493,05/11/1998,309,4,1.5,0,4.957575758,0.99,360,3.6
494,05/11/1998,309,5,0.9,0,5.1,0.99,360,3.6
495,05/11/1998,309,6,0.5,0,5.248484848,0.99,360,3.6
496,05/11/1998,309,7,0.7,0,5.387878788,0.99,360,3.6
497,05/11/1998,309,8,2.6,213.2222222,5.509090909,0.99,360,3.6
498,05/11/1998,309,9,4.6,482.5555556,5.6,0.88,360,3.6
499,05/11/1998,309,10,7,662.1111111,5.651515152,0.76,360,3.6
500,05/11/1998,309,11,8.5,841.6666667,5.678787879,0.69,360,3.6
501,05/11/1998,309,12,9.8,897.7777778,5.660606061,0.63,360,3.6
502,05/11/1998,309,13,9.9,841.6666667,5.618181818,0.59,360,3.6
503,05/11/1998,309,14,9.7,650.8888889,5.557575758,0.62,360,3.6
504,05/11/1998,309,15,9.4,426.4444444,5.487878788,0.65,360,3.6
505,05/11/1998,309,16,8.6,190.7777778,5.406060606,0.71,360,3.6
506,05/11/1998,309,17,7.5,11.22222222,5.351515152,0.77,360,3.6
507,05/11/1998,309,18,7,0,5.336363636,0.79,360,3.6
508,05/11/1998,309,19,6.9,0,5.360606061,0.78,360,3.6
509,05/11/1998,309,20,6.6,0,5.433333333,0.8,360,3.6
510,05/11/1998,309,21,7,0,5.551515152,0.78,360,3.6
511,05/11/1998,309,22,7.5,0,5.660606061,0.76,360,3.6
512,05/11/1998,309,23,7.2,0,5.803030303,0.79,360,3.6
513,05/11/1998,309,24,7.5,0,5.93030303,0.81,360,3.6
514,06/11/1998,310,1,7.6,0,6.084848485,0.83,360,2.9
515,06/11/1998,310,2,7.6,0,6.287878788,0.84,360,2.9
516,06/11/1998,310,3,7.6,0,6.509090909,0.87,360,2.9
517,06/11/1998,310,4,7.9,0,6.796969697,0.88,360,2.9
518,06/11/1998,310,5,7.8,0,7.109090909,0.89,360,2.9
519,06/11/1998,310,6,8.1,0,7.436363636,0.89,360,2.9
520,06/11/1998,310,7,7.4,11.22222222,7.775757576,0.91,360,2.9
521,06/11/1998,310,8,8.3,89.77777778,8.048484848,0.89,360,2.9
522,06/11/1998,310,9,9.3,359.1111111,8.315151515,0.89,360,2.9
523,06/11/1998,310,10,9.8,246.8888889,8.503030303,0.88,360,2.9
524,06/11/1998,310,11,10.7,314.2222222,8.615151515,0.84,360,2.9
525,06/11/1998,310,12,11.6,594.7777778,8.642424242,0.81,360,2.9
526,06/11/1998,310,13,12.3,359.1111111,8.572727273,0.78,360,2.9
527,06/11/1998,310,14,12.1,314.2222222,8.503030303,0.77,360,2.9
528,06/11/1998,310,15,9.5,89.77777778,8.409090909,0.9,360,2.9
529,06/11/1998,310,16,9.5,134.6666667,8.309090909,0.89,360,2.9
530,06/11/1998,310,17,8.8,0,8.221212121,0.95,360,2.9
531,06/11/1998,310,18,8.3,0,8.115151515,0.95,360,2.9
532,06/11/1998,310,19,7.9,0,7.966666667,0.98,360,2.9
533,06/11/1998,310,20,6.2,0,7.83030303,0.98,360,2.9
534,06/11/1998,310,21,7.5,0,7.690909091,0.99,360,2.9
535,06/11/1998,310,22,6.8,0,7.542424242,0.99,360,2.9
536,06/11/1998,310,23,6.4,0,7.390909091,0.99,360,2.9
537,06/11/1998,310,24,6.5,0,7.2,1,360,2.9
538,07/11/1998,311,1,5.1,0,7.072727273,1,360,2.3
539,07/11/1998,311,2,2.6,0,7.054545455,1,360,2.3
540,07/11/1998,311,3,2.5,0,7.115151515,1,360,2.3
541,07/11/1998,311,4,2.3,0,7.2,1,360,2.3
542,07/11/1998,311,5,1.7,0,7.251515152,1,360,2.3
543,07/11/1998,311,6,2,0,7.290909091,1,360,2.3
544,07/11/1998,311,7,1.2,0,7.318181818,1,360,2.3
545,07/11/1998,311,8,3,134.6666667,7.296969697,1,360,2.3
546,07/11/1998,311,9,6.9,347.8888889,7.303030303,1,360,2.3
547,07/11/1998,311,10,9.6,606,7.272727273,1,360,2.3
548,07/11/1998,311,11,10.4,819.2222222,7.193939394,0.98,360,2.3
549,07/11/1998,311,12,9.3,875.3333333,7.1,0.93,360,2.3
550,07/11/1998,311,13,9.2,774.3333333,6.978787879,0.9,360,2.3
551,07/11/1998,311,14,8.7,404,6.821212121,0.95,360,2.3
552,07/11/1998,311,15,7.4,179.5555556,6.636363636,0.97,360,2.3
553,07/11/1998,311,16,7.6,33.66666667,6.454545455,0.98,360,2.3
554,07/11/1998,311,17,7.3,11.22222222,6.345454545,0.96,360,2.3
555,07/11/1998,311,18,6.7,0,6.218181818,0.95,360,2.3
556,07/11/1998,311,19,6.7,0,6.093939394,0.96,360,2.3
557,07/11/1998,311,20,6.7,0,5.978787879,0.96,360,2.3
558,07/11/1998,311,21,6.4,0,5.884848485,0.97,360,2.3
559,07/11/1998,311,22,6.2,0,5.851515152,0.98,360,2.3
560,07/11/1998,311,23,6.1,0,5.793939394,0.98,360,2.3
561,07/11/1998,311,24,5.9,0,5.763636364,0.98,360,2.3
562,08/11/1998,312,1,5.3,0,5.76969697,0.98,360,5.5
563,08/11/1998,312,2,4.7,0,5.812121212,0.98,360,5.5
564,08/11/1998,312,3,4.5,0,5.927272727,0.98,360,5.5
565,08/11/1998,312,4,4.8,0,6.133333333,0.99,360,5.5
566,08/11/1998,312,5,5.1,0,6.357575758,0.91,360,5.5
567,08/11/1998,312,6,5.6,0,6.618181818,0.85,360,5.5
568,08/11/1998,312,7,5.8,0,6.887878788,0.83,360,5.5
569,08/11/1998,312,8,6.6,67.33333333,7.148484848,0.82,360,5.5
570,08/11/1998,312,9,7.9,280.5555556,7.448484848,0.77,360,5.5
571,08/11/1998,312,10,8.9,246.8888889,7.706060606,0.76,360,5.5
572,08/11/1998,312,11,9.4,190.7777778,7.857575758,0.75,360,5.5
573,08/11/1998,312,12,9.9,258.1111111,7.942424242,0.75,360,5.5
574,08/11/1998,312,13,10.9,392.7777778,8.003030303,0.74,360,5.5
575,08/11/1998,312,14,10.6,246.8888889,8.112121212,0.86,360,5.5
576,08/11/1998,312,15,10.6,134.6666667,8.239393939,0.86,360,5.5
577,08/11/1998,312,16,11.1,56.11111111,8.372727273,0.86,360,5.5
578,08/11/1998,312,17,11.5,0,8.548484848,0.85,360,5.5
579,08/11/1998,312,18,11.9,0,8.715151515,0.84,360,5.5
580,08/11/1998,312,19,12.4,0,8.86969697,0.83,360,5.5
581,08/11/1998,312,20,12.4,0,9.045454545,0.83,360,5.5
582,08/11/1998,312,21,12.9,0,9.224242424,0.83,360,5.5
583,08/11/1998,312,22,13.4,0,9.396969697,0.79,360,5.5
584,08/11/1998,312,23,13.1,0,9.578787879,0.79,360,5.5
585,08/11/1998,312,24,13.2,0,9.757575758,0.79,360,5.5
586,09/11/1998,313,1,13.1,0,9.912121212,0.8,360,4.3
587,09/11/1998,313,2,12.4,0,10.0969697,0.82,360,4.3
588,09/11/1998,313,3,12.5,0,10.31212121,0.8,360,4.3
589,09/11/1998,313,4,12.6,0,10.56666667,0.77,360,4.3
590,09/11/1998,313,5,12.4,0,10.84242424,0.77,360,4.3
591,09/11/1998,313,6,12.4,0,11.13939394,0.77,360,4.3
592,09/11/1998,313,7,12.1,0,11.40909091,0.78,360,4.3
593,09/11/1998,313,8,11.2,33.66666667,11.65757576,0.89,360,4.3
594,09/11/1998,313,9,12,89.77777778,11.9,0.87,360,4.3
595,09/11/1998,313,10,12.4,246.8888889,12.11818182,0.86,360,4.3
596,09/11/1998,313,11,13.1,426.4444444,12.29090909,0.87,360,4.3
597,09/11/1998,313,12,13.6,325.4444444,12.41818182,0.9,360,4.3
598,09/11/1998,313,13,14.6,269.3333333,12.52727273,0.89,360,4.3
599,09/11/1998,313,14,14,145.8888889,12.6,0.93,360,4.3
600,09/11/1998,313,15,13.8,44.88888889,12.63333333,0.95,360,4.3
601,09/11/1998,313,16,13.8,11.22222222,12.65757576,0.95,360,4.3
602,09/11/1998,313,17,13.8,0,12.68181818,0.96,360,4.3
603,09/11/1998,313,18,13.6,0,12.68787879,0.96,360,4.3
604,09/11/1998,313,19,13.1,0,12.68484848,0.97,360,4.3
605,09/11/1998,313,20,13,0,12.66666667,0.97,360,4.3
606,09/11/1998,313,21,12.3,0,12.62121212,0.98,360,4.3
607,09/11/1998,313,22,12,0,12.57878788,0.97,360,4.3
608,09/11/1998,313,23,11.4,0,12.50909091,0.96,360,4.3
609,09/11/1998,313,24,11.4,0,12.42424242,0.96,360,4.3
610,10/11/1998,314,1,11.3,0,12.35757576,0.97,360,3.2
611,10/11/1998,314,2,11.4,0,12.31212121,0.97,360,3.2
612,10/11/1998,314,3,11.3,0,12.28181818,0.96,360,3.2
613,10/11/1998,314,4,10.9,0,12.26363636,0.97,360,3.2
614,10/11/1998,314,5,11,0,12.22727273,0.97,360,3.2
615,10/11/1998,314,6,10.6,0,12.22727273,0.97,360,3.2
616,10/11/1998,314,7,10.6,0,12.22424242,0.96,360,3.2
617,10/11/1998,314,8,10.9,22.44444444,12.19393939,0.95,360,3.2
618,10/11/1998,314,9,11.7,235.6666667,12.12727273,0.91,360,3.2
619,10/11/1998,314,10,12.1,404,12.04242424,0.85,360,3.2
620,10/11/1998,314,11,11.8,505,11.9,0.71,360,3.2
621,10/11/1998,314,12,11.3,347.8888889,11.72121212,0.78,360,3.2
622,10/11/1998,314,13,12.6,493.7777778,11.49393939,0.61,360,3.2
623,10/11/1998,314,14,12.3,650.8888889,11.22121212,0.42,360,3.2
624,10/11/1998,314,15,11.4,426.4444444,10.9030303,0.5,360,3.2
625,10/11/1998,314,16,9.9,145.8888889,10.60909091,0.6,360,3.2
626,10/11/1998,314,17,8.4,0,10.31212121,0.72,360,3.2
627,10/11/1998,314,18,7.3,0,9.993939394,0.77,360,3.2
628,10/11/1998,314,19,6.5,0,9.660606061,0.84,360,3.2
629,10/11/1998,314,20,5.6,0,9.33030303,0.89,360,3.2
630,10/11/1998,314,21,4.6,0,8.996969697,0.94,360,3.2
631,10/11/1998,314,22,4.1,0,8.663636364,0.96,360,3.2
632,10/11/1998,314,23,4.3,0,8.333333333,0.97,360,3.2
633,10/11/1998,314,24,4,0,8.012121212,0.97,360,3.2
634,11/11/1998,315,1,3.3,0,7.742424242,0.98,360,1.3
635,11/11/1998,315,2,2.8,0,7.506060606,0.99,360,1.3
636,11/11/1998,315,3,2.7,0,7.360606061,0.99,360,1.3
637,11/11/1998,315,4,2.1,0,7.275757576,1,360,1.3
638,11/11/1998,315,5,2,0,7.26969697,1,360,1.3
639,11/11/1998,315,6,1.4,0,7.209090909,1,360,1.3
640,11/11/1998,315,7,1.4,0,7.193939394,1,360,1.3
641,11/11/1998,315,8,2.5,134.6666667,7.154545455,1,360,1.3
642,11/11/1998,315,9,3.6,347.8888889,7.081818182,0.99,360,1.3
643,11/11/1998,315,10,6.5,594.7777778,6.948484848,0.96,360,1.3
644,11/11/1998,315,11,8.6,729.4444444,6.772727273,0.8,360,1.3
645,11/11/1998,315,12,11.1,796.7777778,6.587878788,0.61,360,1.3
646,11/11/1998,315,13,8.9,606,6.412121212,0.63,360,1.3
647,11/11/1998,315,14,10.5,347.8888889,6.239393939,0.58,360,1.3
648,11/11/1998,315,15,9.3,347.8888889,6.03030303,0.62,360,1.3
649,11/11/1998,315,16,8.2,134.6666667,5.812121212,0.7,360,1.3
650,11/11/1998,315,17,6.5,0,5.609090909,0.76,360,1.3
651,11/11/1998,315,18,5.9,0,5.436363636,0.79,360,1.3
652,11/11/1998,315,19,6,0,5.3,0.8,360,1.3
653,11/11/1998,315,20,6,0,5.2,0.82,360,1.3
654,11/11/1998,315,21,5.6,0,5.127272727,0.81,360,1.3
655,11/11/1998,315,22,5.7,0,5.090909091,0.8,360,1.3
656,11/11/1998,315,23,5.1,0,5.072727273,0.83,360,1.3
657,11/11/1998,315,24,4.7,0,5.060606061,0.87,360,1.3
658,12/11/1998,316,1,4.2,0,5.036363636,0.89,360,3.4
659,12/11/1998,316,2,3.9,0,5.03030303,0.9,360,3.4
660,12/11/1998,316,3,4,0,5.066666667,0.88,360,3.4
661,12/11/1998,316,4,4.1,0,5.136363636,0.89,360,3.4
662,12/11/1998,316,5,4.4,0,5.26969697,0.89,360,3.4
663,12/11/1998,316,6,4,0,5.484848485,0.92,360,3.4
664,12/11/1998,316,7,3.7,0,5.724242424,0.95,360,3.4
665,12/11/1998,316,8,3.5,11.22222222,5.987878788,0.97,360,3.4
666,12/11/1998,316,9,3.8,22.44444444,6.212121212,0.96,360,3.4
667,12/11/1998,316,10,4.5,89.77777778,6.375757576,0.96,360,3.4
668,12/11/1998,316,11,5.1,112.2222222,6.509090909,0.97,360,3.4
669,12/11/1998,316,12,7.1,314.2222222,6.551515152,0.95,360,3.4
670,12/11/1998,316,13,9.2,729.4444444,6.527272727,0.9,360,3.4
671,12/11/1998,316,14,9.9,628.4444444,6.415151515,0.83,360,3.4
672,12/11/1998,316,15,10.1,325.4444444,6.339393939,0.8,360,3.4
673,12/11/1998,316,16,8.8,101,6.196969697,0.82,360,3.4
674,12/11/1998,316,17,7.9,0,6.084848485,0.86,360,3.4
675,12/11/1998,316,18,8,0,5.993939394,0.88,360,3.4
676,12/11/1998,316,19,7.9,0,5.966666667,0.87,360,3.4
677,12/11/1998,316,20,7.8,0,5.966666667,0.86,360,3.4
678,12/11/1998,316,21,7.4,0,5.960606061,0.88,360,3.4
679,12/11/1998,316,22,6.4,0,5.954545455,0.88,360,3.4
680,12/11/1998,316,23,5.8,0,5.957575758,0.91,360,3.4
681,12/11/1998,316,24,5.6,0,5.954545455,0.93,360,3.4
682,13/11/1998,317,1,5.2,0,5.972727273,0.92,360,3.3
683,13/11/1998,317,2,5.6,0,6.012121212,0.92,360,3.3
684,13/11/1998,317,3,5.9,0,6.06969697,0.9,360,3.3
685,13/11/1998,317,4,5.8,0,6.142424242,0.91,360,3.3
686,13/11/1998,317,5,5.8,0,6.233333333,0.9,360,3.3
687,13/11/1998,317,6,5.7,0,6.342424242,0.9,360,3.3
688,13/11/1998,317,7,5.6,0,6.454545455,0.92,360,3.3
689,13/11/1998,317,8,5.7,22.44444444,6.557575758,0.91,360,3.3
690,13/11/1998,317,9,6,112.2222222,6.660606061,0.91,360,3.3
691,13/11/1998,317,10,6.1,145.8888889,6.766666667,0.91,360,3.3
692,13/11/1998,317,11,6.3,157.1111111,6.857575758,0.92,360,3.3
693,13/11/1998,317,12,7,336.6666667,6.918181818,0.9,360,3.3
694,13/11/1998,317,13,7.7,224.4444444,6.957575758,0.88,360,3.3
695,13/11/1998,317,14,8.1,291.7777778,6.933333333,0.88,360,3.3
696,13/11/1998,317,15,7.4,112.2222222,6.842424242,0.91,360,3.3
697,13/11/1998,317,16,7.1,22.44444444,6.727272727,0.93,360,3.3
698,13/11/1998,317,17,7,0,6.6,0.95,360,3.3
699,13/11/1998,317,18,6.8,0,6.506060606,0.96,360,3.3
700,13/11/1998,317,19,6.5,0,6.43030303,0.96,360,3.3
701,13/11/1998,317,20,6.4,0,6.348484848,0.96,360,3.3
702,13/11/1998,317,21,6.3,0,6.272727273,0.96,360,3.3
703,13/11/1998,317,22,6.2,0,6.227272727,0.95,360,3.3
704,13/11/1998,317,23,6.1,0,6.212121212,0.95,360,3.3
705,13/11/1998,317,24,5.9,0,6.2,0.95,360,3.3
706,14/11/1998,318,1,5.7,0,6.196969697,0.96,360,4.3
707,14/11/1998,318,2,5.4,0,6.203030303,0.98,360,4.3
708,14/11/1998,318,3,5.3,0,6.251515152,0.99,360,4.3
709,14/11/1998,318,4,5.4,0,6.33030303,0.99,360,4.3
710,14/11/1998,318,5,6.3,0,6.415151515,0.99,360,4.3
711,14/11/1998,318,6,6.9,0,6.387878788,0.9,360,4.3
712,14/11/1998,318,7,6,0,6.387878788,0.9,360,4.3
713,14/11/1998,318,8,5.7,78.55555556,6.415151515,0.87,360,4.3
714,14/11/1998,318,9,5.8,213.2222222,6.442424242,0.9,360,4.3
715,14/11/1998,318,10,6.8,381.5555556,6.457575758,0.87,360,4.3
716,14/11/1998,318,11,8.2,606,6.433333333,0.82,360,4.3
717,14/11/1998,318,12,8.7,505,6.378787879,0.8,360,4.3
718,14/11/1998,318,13,4.9,101,6.351515152,0.95,360,4.3
719,14/11/1998,318,14,5.8,134.6666667,6.296969697,0.94,360,4.3
720,14/11/1998,318,15,6.6,123.4444444,6.224242424,0.92,360,4.3
721,14/11/1998,318,16,6.5,56.11111111,6.124242424,0.9,360,4.3
722,14/11/1998,318,17,6.2,0,6.057575758,0.9,360,4.3
723,14/11/1998,318,18,5.2,0,6.012121212,0.89,360,4.3
724,14/11/1998,318,19,4.3,0,5.957575758,0.94,360,4.3
725,14/11/1998,318,20,5.4,0,5.896969697,0.93,360,4.3
726,14/11/1998,318,21,5.2,0,5.857575758,0.93,360,4.3
727,14/11/1998,318,22,5.3,0,5.824242424,0.91,360,4.3
728,14/11/1998,318,23,4.8,0,5.793939394,0.89,360,4.3
729,14/11/1998,318,24,5.2,0,5.772727273,0.91,360,4.3
730,15/11/1998,319,1,5.6,0,5.772727273,0.91,360,3.8
731,15/11/1998,319,2,5.2,0,5.787878788,0.94,360,3.8
732,15/11/1998,319,3,4.8,0,5.827272727,0.95,360,3.8
733,15/11/1998,319,4,5.2,0,5.921212121,0.95,360,3.8
734,15/11/1998,319,5,5.3,0,6.015151515,0.96,360,3.8
735,15/11/1998,319,6,5.3,0,6.127272727,0.96,360,3.8
736,15/11/1998,319,7,5.5,0,6.224242424,0.95,360,3.8
737,15/11/1998,319,8,6.1,22.44444444,6.281818182,0.89,360,3.8
738,15/11/1998,319,9,6.4,179.5555556,6.345454545,0.89,360,3.8
739,15/11/1998,319,10,7,280.5555556,6.4,0.88,360,3.8
740,15/11/1998,319,11,8.5,381.5555556,6.433333333,0.76,360,3.8
741,15/11/1998,319,12,8.4,662.1111111,6.409090909,0.75,360,3.8
742,15/11/1998,319,13,9.1,594.7777778,6.339393939,0.69,360,3.8
743,15/11/1998,319,14,9.5,460.1111111,6.23030303,0.67,360,3.8
744,15/11/1998,319,15,8.8,303,6.242424242,0.7,360,3.8
745,15/11/1998,319,16,8.1,67.33333333,6.206060606,0.76,360,3.8
746,15/11/1998,319,17,7.5,0,6.127272727,0.81,360,3.8
747,15/11/1998,319,18,6.9,0,6.054545455,0.86,360,3.8
748,15/11/1998,319,19,6,0,5.954545455,0.89,360,3.8
749,15/11/1998,319,20,5.9,0,5.9,0.91,360,3.8
750,15/11/1998,319,21,5.1,0,5.890909091,0.93,360,3.8
751,15/11/1998,319,22,5.3,0,5.848484848,0.93,360,3.8
752,15/11/1998,319,23,4.6,0,5.772727273,0.95,360,3.8
753,15/11/1998,319,24,4,0,5.675757576,0.96,360,3.8
754,16/11/1998,320,1,4.1,0,5.621212121,0.95,360,2.4
755,16/11/1998,320,2,2.9,0,5.593939394,0.96,360,2.4
756,16/11/1998,320,3,3.4,0,5.587878788,0.96,360,2.4
757,16/11/1998,320,4,4,0,5.624242424,0.95,360,2.4
758,16/11/1998,320,5,4,0,5.675757576,0.95,360,2.4
759,16/11/1998,320,6,2.7,0,5.727272727,0.95,360,2.4
760,16/11/1998,320,7,2.1,0,5.781818182,0.96,360,2.4
761,16/11/1998,320,8,3,78.55555556,5.821212121,0.91,360,2.4
762,16/11/1998,320,9,4.3,325.4444444,5.827272727,0.85,360,2.4
763,16/11/1998,320,10,5.4,448.8888889,5.778787879,0.83,360,2.4
764,16/11/1998,320,11,6.4,538.6666667,5.7,0.77,360,2.4
765,16/11/1998,320,12,6.5,650.8888889,5.56969697,0.76,360,2.4
766,16/11/1998,320,13,6.9,381.5555556,5.387878788,0.71,360,2.4
767,16/11/1998,320,14,7.1,269.3333333,5.157575758,0.73,360,2.4
768,16/11/1998,320,15,6.6,179.5555556,4.903030303,0.72,360,2.4
769,16/11/1998,320,16,5.7,112.2222222,4.612121212,0.75,360,2.4
770,16/11/1998,320,17,4.5,0,4.336363636,0.81,360,2.4
771,16/11/1998,320,18,3.8,0,4.081818182,0.84,360,2.4
772,16/11/1998,320,19,2.7,0,3.857575758,0.89,360,2.4
773,16/11/1998,320,20,2.5,0,3.63030303,0.94,360,2.4
774,16/11/1998,320,21,0.8,0,3.424242424,0.94,360,2.4
775,16/11/1998,320,22,0.7,0,3.218181818,0.97,360,2.4
776,16/11/1998,320,23,-0.1,0,3.024242424,0.98,360,2.4
